date,line,cfr_avg_uh,cfr_p10_uh,cfr_p90_uh,n_batches,run_hours_sum
2024-04-15,G2,450.88211760533596,219.71246839874124,669.9025707431917,3,6.423261996742158
2024-04-15,P3,161.51122675389507,158.5192735805671,164.50317992722307,2,0.9862305397602067
2024-04-15,Q1,1302.200237102922,175.68704439790085,2507.599730286467,4,10.482466830133344
2024-04-16,G2,452.4306171406584,415.92543476322186,488.93579951809494,2,2.351834045779895
2024-04-16,P3,969.9354504921251,560.8233512307851,1444.4267609290814,3,3.692791508175514
2024-04-16,Q1,332.54369245961516,179.8254714394526,652.1861566008449,7,14.251242393695875
2024-04-17,G2,1107.6203367555224,264.3309091583668,2142.1236720668426,3,4.680730158165893
2024-04-17,P3,342.0435716055113,162.63208960628666,625.3357428857464,5,8.005345038540092
2024-04-17,Q1,863.3635203192207,176.46004931414603,1812.2588689792374,3,3.9899473002200203
2024-04-18,G2,512.6011706970418,155.66552391069487,1145.3265122066655,4,8.495845576674906
2024-04-18,P3,1222.0580473066927,452.9570753510952,1977.5999318855759,6,11.086551782666906
2024-04-18,Q1,1734.9934528407402,541.6537800286826,2626.172453584687,9,14.52377093421882
2024-04-19,G2,742.8318943699168,465.15238617525944,1098.199446554961,6,4.685976180937546
2024-04-19,P3,726.3472608094277,165.54995792529647,1528.4589187740178,5,7.220235256350309
2024-04-19,Q1,1113.1126155804486,344.2223480435105,2236.145231070877,6,11.730426077340098
2024-04-20,G2,1225.7628243702122,164.85991740177045,1893.8246957440156,7,7.209978834038676
2024-04-20,P3,1131.8945498316605,190.82289799269614,2153.691300846203,6,6.799689835700126
2024-04-20,Q1,353.0975142947917,210.4890271060391,495.7060014835444,2,5.651737960286401
2024-04-21,G2,724.7473407065576,180.92617667894157,1398.0670443090967,6,10.634480281238663
2024-04-21,P3,783.3222967807985,155.4500629783258,1779.9504729911478,4,5.4423030934276575
2024-04-21,Q1,949.5653241416055,181.01284674051342,2005.2351766267973,7,14.162762195019107
2024-04-22,G2,1169.1133838500343,346.236121968881,1801.6344529257929,5,10.764782264840829
2024-04-22,P3,295.09136015595965,166.4612999244727,465.13651181982914,3,8.401622250259845
2024-04-22,Q1,1098.8399773006363,169.0341646933137,2518.617764167293,5,10.453307756908217
2024-04-23,G2,163.9014560418688,155.40735331692989,172.39555876680774,2,3.6898215895292403
2024-04-23,P3,534.072140756059,166.48650860565837,1240.7513341499566,5,12.694902330054699
2024-04-23,Q1,1003.8123490305081,341.6353003490049,1863.0755308211014,4,3.971325711337184
2024-04-24,G2,792.6596975059082,156.8094748838853,1891.7982087149142,7,7.590417919899925
2024-04-24,P3,739.3028410814878,330.16322275428024,1237.5946750563849,5,13.297889789936395
2024-04-24,Q1,506.53360947313587,266.6754864530199,735.3701510032181,3,6.317524259832009
2024-04-25,G2,1034.097606187963,757.0144524412075,1417.6307346937415,3,9.248261621411594
2024-04-25,P3,570.3138496375224,319.12015669561447,764.4103645051028,4,7.434314690573004
2024-04-25,Q1,740.7393483374206,169.25601028720953,1486.4856977937552,4,5.70861938908724
2024-04-26,G2,689.4162553590364,174.63457367553738,1288.0612041068387,7,17.657296026071332
2024-04-26,P3,471.43579973201673,252.13611917099604,689.7443283384139,3,4.033172250349526
2024-04-26,Q1,859.1366840929842,332.80963329824465,1474.0040040899069,4,7.916627907381593
2024-04-27,G2,517.7947706557369,157.93886265334166,1068.4157749832468,8,14.800104171662088
2024-04-27,Q1,399.04673454131216,233.15742294176385,526.8000711360929,3,3.9301053174231164
2024-04-28,G2,857.6234629030479,177.92169874101086,1549.4724348080642,6,9.770012785592565
2024-04-28,P3,1636.4356405938984,1051.784512997178,2089.338986046034,4,9.449429148563423
2024-04-28,Q1,1271.1856541471188,365.11293900962073,2244.670432482603,6,9.31451444787081
2024-04-29,G2,531.5881250207564,149.29012115060047,1203.9141562902466,4,6.778712205079673
2024-04-29,P3,509.5964796238354,502.4135534865355,516.7794057611353,2,3.500936391420986
2024-04-29,Q1,592.8549669614672,484.49921669420337,701.210717228731,2,6.701752150169442
2024-04-30,G2,672.8532542364079,174.26613600421967,1268.9639151616784,5,8.680925752879862
2024-04-30,P3,1127.6353747124317,175.21868507423375,2268.7711868782953,5,11.509336848372177
2024-04-30,Q1,1784.279277126938,1784.279277126938,1784.279277126938,1,2.8665444139485214
2024-05-01,G2,737.7284620358721,155.47956206682886,1663.5347377658259,5,6.667483138868376
2024-05-01,P3,928.8002735643361,174.21353653361652,1832.6788405302689,5,11.642986843999267
2024-05-01,Q1,336.4501710630389,206.61299715441947,591.2412119461636,5,10.353500157621333
2024-05-02,G2,924.5946461630149,160.58562993712627,2020.8592114724156,8,12.614660164714554
2024-05-02,P3,792.8972223553748,334.26986045408444,1434.856660480217,6,12.10674768365435
2024-05-02,Q1,1325.6561657700709,329.3171736119681,2240.5239410134186,4,7.877373299482938
2024-05-03,G2,1814.8111406646342,849.3567165942186,2391.02376370833,6,8.947087765902264
2024-05-03,P3,1104.8024221284059,175.17594355318622,2190.891179992671,4,9.761779493127387
2024-05-03,Q1,697.6065917368743,180.53593771123192,1602.837985466438,4,11.105193714901755
2024-05-04,G2,1294.9583337299537,265.62630343606935,2333.7576768604376,4,7.983512865596435
2024-05-04,P3,1404.235908520132,352.1404817787196,2453.432957585271,4,8.364535676044861
2024-05-04,Q1,1993.9457669511314,1789.3392568833274,2287.7263514775104,5,6.716140562601196
2024-05-05,G2,1162.0647144030013,160.73589168745372,2220.5706479478526,4,9.307317025956403
2024-05-05,P3,197.39787548870265,197.39787548870265,197.39787548870265,1,1.1390588141607874
2024-05-05,Q1,1636.8283589582231,410.8016792618712,2683.698411474487,7,15.21129880150593
2024-05-06,G2,1036.729285493387,326.02783419792485,2183.6752580415878,6,12.074450782413987
2024-05-06,P3,1112.8855943680899,179.60582743555,1904.3145693141244,8,11.733579547774973
2024-05-06,Q1,1409.197215773717,343.39149365180253,2132.281607660271,6,8.293593790567618
2024-05-07,G2,837.8263773626421,344.40912410297165,1409.937892465663,4,16.99874606991466
2024-05-07,P3,704.5416126286359,180.74099388398145,1310.7233352819944,8,12.37094049906214
2024-05-07,Q1,473.0001477535466,226.24886084383604,719.7514346632572,2,3.3090607897863666
2024-05-08,G2,706.1653161477983,153.51668467628608,1730.1625137068804,7,11.842485874122136
2024-05-08,P3,1353.1001503428909,185.0057770373033,2212.750808685417,7,7.438755420578547
2024-05-08,Q1,1177.4397819354963,158.04049279667726,1849.5291827394565,9,16.617903808393134
2024-05-09,G2,1428.3894098736207,178.22756305738625,2316.596480817898,8,17.467995117390995
2024-05-09,P3,1274.1909742771468,587.9530151870097,1704.9869839900282,4,11.790917597561293
2024-05-09,Q1,533.3851409237564,195.73262936274074,1071.3415932655353,8,11.437478087346927
2024-05-10,G2,687.7671156536688,147.01011198394508,1740.1970494226994,6,8.68017942869233
2024-05-10,P3,1127.1740896118695,188.76383370437617,2323.27949909036,5,13.576297454275455
2024-05-10,Q1,1263.839310941454,203.17703641133483,2595.360769490523,5,15.649339356155473
2024-05-11,G2,572.2837244894688,298.139184144557,770.6320896530639,5,10.005701889599147
2024-05-11,P3,487.1801584433272,172.25477832131037,797.9606424058845,6,9.311727740154165
2024-05-11,Q1,303.7515912663692,178.4614790249189,475.22312669948434,3,7.2711172067194445
2024-05-12,G2,847.5290597062951,264.01840658644346,1677.6998223273727,4,7.083626428243782
2024-05-12,P3,1488.1527360710106,905.9169484346377,2070.3885237073837,2,5.048615910413055
2024-05-12,Q1,1140.8789039573928,384.8983134303995,1982.4280646380519,7,10.603032712770771
2024-05-13,G2,739.4152190608668,697.8330779218626,780.997360199871,2,6.90717210046311
