date,line,cfr_avg_uh,cfr_p10_uh,cfr_p90_uh,cfr_avg_gph,cfr_p10_gph,cfr_p90_gph,n_batches,run_hours_sum,good_units_sum,good_gallons_sum
2024-11-14,HM01,16.77964086098228,8.590802180297676,21.125665083099022,16.78122646370952,8.603041534224788,23.61852535006001,5,9.2357,138.54,143.298
2024-11-15,HM01,19.30242563191234,17.382759832319298,21.22209143150538,11.164175696170753,6.573612020450139,15.754739371891368,2,3.2252,59.629999999999995,42.282000000000004
2024-11-16,HM01,18.600243584177036,15.612342740116441,20.35025557143407,9.883900908331928,4.5328231371618,18.869319012933342,4,5.0746,92.27,69.771
2024-11-17,HM01,16.476210263868687,9.031209098032443,21.474322997242293,15.03374647195975,5.363262063393479,21.668354176003593,5,6.8356,115.22,80.971
2024-11-18,HM01,21.72295097218346,17.976304911973877,26.296318209486458,5.808334186546534,5.063438410778669,13.101230571405171,5,11.6219,271.46000000000004,85.118
2024-11-19,HM01,11.17749350119962,4.756999122538996,24.03010561416903,20.50930923177731,9.939828795966276,24.137305998856167,4,10.1064,153.24,176.11599999999999
2024-11-20,HM01,15.673446948873009,8.826488506222358,18.898127204645316,15.671797691039034,8.386482505204043,24.01812439497713,5,10.4736,151.82999999999998,170.816
2024-11-21,HM01,11.039840608535117,6.020806999811315,16.05887421725892,14.07443386190056,6.277819227075335,21.871048496725788,2,3.4363,40.75,43.993
2024-11-22,HM01,15.235115243929313,4.395371589511135,19.522314808252546,16.87543574250523,9.28711499939509,22.51023432139256,5,13.9613,145.07999999999998,239.986
2024-11-23,HM01,13.893946918280637,8.057866815777354,20.47292830189003,13.89284334823153,8.294971987568804,22.0880273439924,5,10.489899999999999,149.66,159.30900000000003
2024-11-24,HM01,4.896174863387978,4.093356378428394,13.59568628058809,19.463769968051118,16.51071806546651,23.486196616561042,3,7.329000000000001,49.21,145.995
2024-11-25,HM01,20.557313013743375,19.86949210039036,21.245133927096393,5.139019115312931,4.967311197473007,5.310727033152855,2,4.2888,87.25999999999999,21.814
2024-11-26,HM01,4.3946767305591425,4.303810719099482,15.582786607732016,21.408508585416403,18.985552978703467,21.85286071996341,3,9.8695,74.33,205.56799999999998
2024-11-27,HM01,15.321138908668825,13.649301891120956,16.992975926216694,15.321865761416369,13.649620616962133,16.994110905870606,2,6.2316,89.21000000000001,89.213
2024-11-28,HM01,18.407170114624726,14.351384513150062,25.029311974605157,10.162377070340986,5.643200953155604,15.340719717880008,4,9.3888,176.60000000000002,106.462
2024-11-29,HM01,14.841999299719888,14.016605469359822,19.580836718347907,14.839723389355742,14.016342864317805,19.579733777171437,4,7.8165000000000004,128.54000000000002,128.535
2024-11-30,HM01,20.598851100604954,15.977165056830597,21.35203350579674,5.385082276773672,5.1967866754757255,12.934197491219827,3,11.1259,208.96,93.834
2024-12-01,HM01,10.189121281618567,3.8257456141649633,16.78697333529401,17.807382691746763,16.516123252004487,19.81506997113017,4,9.2106,83.47,169.49200000000002
2024-12-02,HM01,21.422606847339257,9.20193296108265,22.43766204381971,15.509010433133101,5.4814888626957945,23.828667508861685,5,8.6362,127.17999999999999,155.089
2024-12-03,HM01,21.491903371383064,20.08171714220966,23.886795308422958,5.372975842845766,5.021181589483203,5.972025482158004,3,6.6205,151.41,37.855
2024-12-04,HM01,20.751817676255584,15.328429258171983,25.3803380506605,6.130104096041688,5.025966006946802,11.586836114543907,4,7.0651,142.7,46.404
2024-12-05,HM01,21.620418897085045,16.45340359618799,22.236819663634694,5.548338909398888,5.3592018134753445,11.779761911000234,4,11.290000000000001,231.26,82.301
2024-12-06,HM01,18.8465750091252,7.0117193473154,21.40361761394924,5.510719566288812,4.871458915082802,17.310345429404126,3,4.9422999999999995,73.55000000000001,50.632000000000005
2024-12-07,HM01,20.393985990115127,20.097672542104817,20.690299438125432,5.098661151985789,5.025080244553665,5.172242059417913,2,3.4589,70.88,17.72
2024-12-08,HM01,19.285109675358207,17.120133354542453,21.45008599617396,11.038676264593125,6.606001268194205,15.471351260992044,2,4.6242,84.53,60.562000000000005
2024-12-09,HM01,16.603939586490053,8.305966464733213,21.41175662688069,16.605405933818858,9.087772483068193,21.13554604594962,5,12.5062,185.07999999999998,197.00900000000001
2024-12-10,HM01,20.443325912302782,18.490506439909996,27.982090692299057,5.111315458329301,4.622501459488404,6.995722400114476,5,10.0119,231.11,57.78
2024-12-11,HM01,17.263743051266214,7.59116934412539,21.08807984053715,17.260654725138973,7.861216118529372,24.14623950130038,3,9.5773,122.6,169.278
2024-12-12,HM01,18.99315561959654,15.163846586998618,20.836777948858806,5.324190388383082,4.863829432143475,12.430644863100522,3,6.8018,132.71,47.593
2024-12-13,HM01,16.45815471975407,8.171710154962387,20.803069719610253,11.047269858291974,4.5838094888187095,21.146561647756382,4,8.7304,124.36,114.816
2024-12-14,HM01,15.528103767757875,13.084338318935266,18.976839421069077,11.963649990631442,4.725829140526833,15.223413094183723,5,11.9228,193.38,119.373
2024-12-15,HM01,17.774446110278195,17.242607160839054,18.44042258786178,4.443492539444564,4.310627992584767,15.772673179101773,3,7.545599999999999,134.97,62.388
2024-12-16,HM01,15.696658231810712,13.54463371110851,19.14554765257815,15.696136488143376,13.544019548457122,19.146399612493298,3,11.8871,188.35,188.349
2024-12-17,HM01,4.992976631336994,4.265002278619812,12.707405353229433,20.412046748576564,15.792385302495315,24.06214799526931,3,6.4287,57.35000000000001,126.093
