date,line,gallons_ordered,gallons_shipped,fill_rate,weekday,month,backlog_gal_delta,gallons_produced,units_produced,avg_temp,avg_tank_days,avg_changeover_min,total_run_hours,defect_rate,variant_LV_share,variant_STD_share,variant_HV_share,complexity_complex_share,minutes_down
2025-01-01,Q1,47.25,2829.75,59.888888888888886,2,1,-2782.5,74437.79645810263,297751.1858324105,73.4860269774633,1.3596939310083382,26.71914924844071,318.9939097444308,0.12,0.32,0.32,0.36,0.38,0.0
2025-01-02,G2,17.0,0.0,0.0,3,1,17.0,145172.6804139449,145172.6804139449,70.97411055918654,1.186126386649756,26.572319231924695,236.63361022347473,0.08333333333333333,0.3611111111111111,0.3333333333333333,0.3055555555555556,0.3055555555555556,0.0
2025-01-02,P3,50.0,0.0,0.0,3,1,50.0,339065.9300575436,67813.18601150873,71.54811959825375,1.4143028540499367,26.99415334896106,211.83457798344648,0.06060606060606061,0.3333333333333333,0.30303030303030304,0.36363636363636365,0.48484848484848486,0.0
2025-01-03,G2,48.0,0.0,0.0,4,1,48.0,123698.6147343049,123698.6147343049,69.99747149954808,1.2296582548234496,26.521058504346374,199.81752085565964,0.12903225806451613,0.3548387096774194,0.22580645161290322,0.41935483870967744,0.3870967741935484,0.0
2025-01-03,Q1,34.75,0.0,0.0,4,1,34.75,67324.59782722277,269298.39130889106,72.68167561507212,1.1282754470297245,26.649161463343738,288.2918412581944,0.044444444444444446,0.37777777777777777,0.28888888888888886,0.3333333333333333,0.35555555555555557,0.0
2025-01-04,G2,29.0,0.0,0.0,5,1,29.0,176166.1783873754,176166.1783873754,71.65336808308167,1.2986436060225974,26.812612322184314,290.54440072036704,0.14285714285714285,0.39285714285714285,0.25,0.35714285714285715,0.42857142857142855,69.0
2025-01-04,P3,120.0,0.0,0.0,5,1,120.0,428743.21337843884,85748.64267568776,72.34164750696594,1.1112151370126533,26.84211759702839,261.8842786922003,0.24,0.4,0.36,0.24,0.4,0.0
2025-01-04,Q1,99.0,0.0,0.0,5,1,99.0,68920.57140973596,275682.2856389439,73.35387880959323,1.1395047280086097,26.67004757117274,300.45201478962105,0.03571428571428571,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.0
2025-01-05,G2,28.0,0.0,0.0,6,1,28.0,164353.59438581968,164353.59438581968,74.37697768819963,1.166630532693814,26.64533996694017,280.04674410360894,0.11538461538461539,0.23076923076923078,0.46153846153846156,0.3076923076923077,0.3076923076923077,0.0
2025-01-05,P3,30.0,0.0,0.0,6,1,30.0,577281.3253182238,115456.26506364477,72.9320179706291,1.2893312218541089,26.650120225310946,333.3118809468998,0.0967741935483871,0.5161290322580645,0.25806451612903225,0.22580645161290322,0.41935483870967744,0.0
2025-01-05,Q1,31.5,0.0,0.0,6,1,31.5,62654.14542612101,250616.581704484,72.8525542811659,1.0964459378339062,26.687655345717268,269.7239395788876,0.038461538461538464,0.5,0.15384615384615385,0.34615384615384615,0.5384615384615384,0.0
2025-01-06,G2,45.0,0.0,0.0,0,1,45.0,183845.1421927604,183845.1421927604,72.0528940033499,1.118141843015544,26.49105500573087,296.45999061971867,0.022727272727272728,0.36363636363636365,0.29545454545454547,0.3409090909090909,0.3181818181818182,0.0
2025-01-06,P3,100.0,0.0,0.0,0,1,100.0,472788.97704178275,94557.79540835654,72.67308380252864,1.14056676515033,26.526623005182792,293.95538791507823,0.13043478260869565,0.21739130434782608,0.3695652173913043,0.41304347826086957,0.30434782608695654,0.0
2025-01-06,Q1,26.25,0.0,0.0,0,1,26.25,58913.635941009874,235654.5437640395,71.67297925297993,1.2031501287148278,26.755523976380204,243.7947774121383,0.0,0.35135135135135137,0.40540540540540543,0.24324324324324326,0.2972972972972973,0.0
2025-01-07,G2,26.0,0.0,0.0,1,1,26.0,146967.37954102005,146967.37954102005,71.6215187703416,1.0621107562924847,26.857263556151896,234.28227068607157,0.07894736842105263,0.42105263157894735,0.2631578947368421,0.3157894736842105,0.42105263157894735,0.0
2025-01-07,P3,55.0,0.0,0.0,1,1,55.0,500340.0587245708,100068.01174491415,72.12857221272208,1.061547466079374,26.801124104434212,303.3877589871353,0.13043478260869565,0.34782608695652173,0.41304347826086957,0.2391304347826087,0.41304347826086957,0.0
2025-01-08,G2,15.0,0.0,0.0,2,1,15.0,180458.2106615166,180458.2106615166,72.18119405815601,1.422904065473718,27.099176879414827,297.0488079832906,0.08695652173913043,0.2826086956521739,0.34782608695652173,0.3695652173913043,0.2608695652173913,0.0
2025-01-08,P3,55.0,0.0,0.0,2,1,55.0,440671.64555495186,88134.32911099037,72.73651867919281,1.232641301800143,26.62090127236381,267.18762866471053,0.12195121951219512,0.34146341463414637,0.2926829268292683,0.36585365853658536,0.43902439024390244,0.0
2025-01-09,G2,43.0,0.0,0.0,3,1,43.0,161533.1112344665,161533.1112344665,73.38661526322383,1.137892857152719,26.17904222587352,260.0177075736361,0.15,0.375,0.225,0.4,0.4,214.0
2025-01-10,G2,22.0,0.0,0.0,4,1,22.0,179503.0087567554,179503.0087567554,73.1482380872171,1.2518936072755085,26.744369102145296,285.8429247799649,0.20454545454545456,0.38636363636363635,0.2727272727272727,0.3409090909090909,0.3409090909090909,0.0
2025-01-10,Q1,42.25,0.0,0.0,4,1,42.25,50385.640732855485,201542.56293142194,73.4978684748767,1.1577454926869506,26.364878171594444,210.30279577000167,0.0625,0.4375,0.34375,0.21875,0.40625,0.0
2025-01-11,G2,37.0,0.0,0.0,5,1,37.0,159162.04624569125,159162.04624569125,73.944348618779,0.9694671703429963,26.570459134781533,268.93000241204356,0.07692307692307693,0.15384615384615385,0.38461538461538464,0.46153846153846156,0.46153846153846156,0.0
2025-01-11,P3,80.0,0.0,0.0,5,1,80.0,296027.4605537062,59205.492110741245,70.44946459104584,1.070846485637885,26.109521532978388,181.12764904916523,0.29411764705882354,0.29411764705882354,0.4117647058823529,0.29411764705882354,0.5294117647058824,0.0
2025-01-12,G2,33.0,0.0,0.0,6,1,33.0,171952.19665250808,171952.19665250808,72.04744278225407,0.917866939778096,26.31040153667224,277.77546044765916,0.038461538461538464,0.23076923076923078,0.46153846153846156,0.3076923076923077,0.46153846153846156,0.0
2025-01-12,Q1,39.25,0.0,0.0,6,1,39.25,52878.684193233625,211514.7367729345,71.32353752261787,0.9807319611266577,26.2414603460038,227.62914003732132,0.045454545454545456,0.45454545454545453,0.18181818181818182,0.36363636363636365,0.45454545454545453,0.0
2025-01-13,G2,33.0,0.0,0.0,0,1,33.0,198157.8868946818,198157.8868946818,72.99427636141563,1.4120499873744194,26.995777634709803,320.117608494839,0.10204081632653061,0.4489795918367347,0.32653061224489793,0.22448979591836735,0.40816326530612246,0.0
2025-01-14,G2,105.0,0.0,0.0,1,1,105.0,176648.8808794318,176648.8808794318,72.66911831112499,1.0870676732619997,26.910636621547063,290.91434288397073,0.06818181818181818,0.22727272727272727,0.5,0.2727272727272727,0.4090909090909091,0.0
2025-01-14,P3,10.0,0.0,0.0,1,1,10.0,450201.3939166433,90040.27878332866,73.65980503079706,1.4965176718141195,26.804692307057277,277.1211053820026,0.13953488372093023,0.32558139534883723,0.3023255813953488,0.37209302325581395,0.3488372093023256,0.0
2025-01-14,Q1,51.25,0.0,0.0,1,1,51.25,50757.099136736644,203028.39654694655,73.90930214002029,1.2629647481779371,26.978840828721633,216.0780691345046,0.058823529411764705,0.3235294117647059,0.35294117647058826,0.3235294117647059,0.5294117647058824,0.0
2025-01-15,G2,33.0,0.0,0.0,2,1,33.0,168149.00873109695,168149.00873109695,70.70970221267507,1.125622931218718,26.479049950306223,275.65757229944796,0.09523809523809523,0.30952380952380953,0.38095238095238093,0.30952380952380953,0.5,0.0
2025-01-15,P3,10.0,0.0,0.0,2,1,10.0,398896.08741614025,79779.21748322804,72.28861841061739,1.0900093466366998,26.6322141878935,245.57702838462149,0.07894736842105263,0.18421052631578946,0.34210526315789475,0.47368421052631576,0.34210526315789475,0.0
2025-01-16,P3,15.0,0.0,0.0,3,1,15.0,479032.3207703672,95806.46415407344,74.94352747008571,1.1887013561285895,26.48788906813151,287.7640025720528,0.11363636363636363,0.38636363636363635,0.38636363636363635,0.22727272727272727,0.4090909090909091,0.0
2025-01-16,Q1,21.25,0.0,0.0,3,1,21.25,70615.58233454876,282462.32933819504,70.49772982049352,1.3913742863492655,26.943222538374773,299.03041320949325,0.10869565217391304,0.3695652173913043,0.34782608695652173,0.2826086956521739,0.43478260869565216,0.0
2025-01-17,P3,70.0,0.0,0.0,4,1,70.0,384056.78338691115,76811.35667738224,72.61248283664914,1.1265372680896486,26.802315367806766,238.4662535858535,0.1388888888888889,0.2222222222222222,0.5,0.2777777777777778,0.5833333333333334,0.0
2025-01-18,G2,64.0,0.0,0.0,5,1,64.0,153299.94181586354,153299.94181586354,72.82915839084298,1.066173660382081,27.078133482187813,252.72585141569735,0.125,0.375,0.3333333333333333,0.2916666666666667,0.4166666666666667,0.0
2025-01-18,P3,70.0,0.0,0.0,5,1,70.0,338545.3048646774,67709.06097293548,73.09326936506831,1.1421371078779914,26.758390825500825,198.18529793229288,0.15789473684210525,0.5263157894736842,0.10526315789473684,0.3684210526315789,0.2631578947368421,112.0
2025-01-18,Q1,32.75,0.0,0.0,5,1,32.75,73183.8429920497,292735.3719681988,71.16115318864662,1.3525421839784677,26.400263547291992,312.9157162509806,0.06666666666666667,0.36666666666666664,0.26666666666666666,0.36666666666666664,0.2,20.0
2025-01-19,G2,80.0,0.0,0.0,6,1,80.0,172688.59769419485,172688.59769419485,73.0807045450271,1.1569659818302853,26.646408713593956,281.81562854471696,0.07407407407407407,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.5185185185185185,0.0
2025-01-19,P3,130.0,0.0,0.0,6,1,130.0,392006.6099010964,78401.32198021928,72.36535706611431,1.140559872240321,26.418067917201512,243.0707808186997,0.21739130434782608,0.30434782608695654,0.391304347826087,0.30434782608695654,0.4782608695652174,0.0
2025-01-19,Q1,104.25,0.0,0.0,6,1,104.25,63402.661261946916,253610.64504778766,71.29987469726751,1.0477022933525728,26.546634253020457,273.7323412874712,0.07692307692307693,0.38461538461538464,0.23076923076923078,0.38461538461538464,0.38461538461538464,151.0
2025-01-20,Q1,11.25,0.0,0.0,0,1,11.25,72366.8406774453,289467.3627097812,71.88886520653254,0.8275614404054177,26.9333280735051,292.57055557426105,0.022222222222222223,0.4,0.4222222222222222,0.17777777777777778,0.4,0.0
2025-01-21,G2,101.0,0.0,0.0,1,1,101.0,175351.19378496174,175351.19378496174,73.06494598517344,1.0286631578459446,26.703995707153506,284.16955493483,0.15555555555555556,0.24444444444444444,0.4666666666666667,0.28888888888888886,0.37777777777777777,0.0
2025-01-21,Q1,44.0,0.0,0.0,1,1,44.0,62274.34526995648,249097.38107982592,71.50947795753365,1.1033923780861867,26.536219361546173,262.96884192654863,0.07317073170731707,0.2926829268292683,0.36585365853658536,0.34146341463414637,0.2926829268292683,0.0
2025-01-22,P3,95.0,0.0,0.0,2,1,95.0,354193.82193963235,70838.76438792648,73.84786661238786,1.0586812534815253,26.626477053455215,218.20768058288687,0.12121212121212122,0.21212121212121213,0.3939393939393939,0.3939393939393939,0.3333333333333333,0.0
2025-01-22,Q1,34.25,0.0,0.0,2,1,34.25,70735.07448964915,282940.2979585966,74.0831016119175,1.0748264223565773,26.488965001147946,300.4464079132602,0.06382978723404255,0.3191489361702128,0.2765957446808511,0.40425531914893614,0.2978723404255319,0.0
2025-01-23,G2,73.0,0.0,0.0,3,1,73.0,150106.59607706955,150106.59607706955,71.89511700131351,1.1788065821465057,26.42315905052137,250.0015280009262,0.10256410256410256,0.28205128205128205,0.46153846153846156,0.2564102564102564,0.3333333333333333,0.0
2025-01-23,P3,65.0,0.0,0.0,3,1,65.0,489100.6139575829,97820.1227915166,73.14799777292974,1.2292295006628478,26.8438854967437,303.78126937536393,0.15217391304347827,0.2826086956521739,0.30434782608695654,0.41304347826086957,0.41304347826086957,0.0
2025-01-24,G2,33.0,0.0,0.0,4,1,33.0,126606.7225493941,126606.7225493941,72.66429475677826,1.2254761895257114,26.862267681473906,213.58742832387105,0.21212121212121213,0.3333333333333333,0.3939393939393939,0.2727272727272727,0.5454545454545454,0.0
2025-01-24,Q1,95.25,0.0,0.0,4,1,95.25,81559.77709415896,326239.1083766358,73.53095083595369,1.1513295918685704,26.846513663612214,351.1393176349374,0.018518518518518517,0.3333333333333333,0.2037037037037037,0.46296296296296297,0.46296296296296297,0.0
2025-01-25,G2,13.0,0.0,0.0,5,1,13.0,175942.48072552535,175942.48072552535,71.81814467134157,1.0966700663024616,26.473649094291282,288.2987993792563,0.03571428571428571,0.35714285714285715,0.35714285714285715,0.2857142857142857,0.32142857142857145,65.0
2025-01-25,Q1,10.25,0.0,0.0,5,1,10.25,77135.77419669663,308543.0967867865,71.69260208715825,1.113151912244636,26.51872820537584,318.72932970587203,0.0,0.36666666666666664,0.4,0.23333333333333334,0.5333333333333333,0.0
2025-01-26,P3,50.0,0.0,0.0,6,1,50.0,532093.2367005327,106418.64734010656,70.04851723727411,1.4931970800149377,26.653330574984334,334.0972302885184,0.21212121212121213,0.36363636363636365,0.3333333333333333,0.30303030303030304,0.42424242424242425,0.0
2025-01-26,Q1,40.5,0.0,0.0,6,1,40.5,79080.86088421015,316323.4435368406,70.01850587063308,1.2494701122677734,26.46670909930059,329.1535600099759,0.03225806451612903,0.45161290322580644,0.16129032258064516,0.3870967741935484,0.3870967741935484,0.0
2025-01-27,Q1,39.5,0.0,0.0,0,1,39.5,56945.087099647964,227780.34839859186,73.15069807358711,1.3580801244294165,26.49330299657194,246.75272285688627,0.10526315789473684,0.3157894736842105,0.2894736842105263,0.39473684210526316,0.6052631578947368,0.0
2025-01-28,G2,13.0,0.0,0.0,1,1,13.0,128262.75127692152,128262.75127692152,74.45633706375986,0.8886299328275622,26.543872746381002,211.05744258518013,0.030303030303030304,0.3939393939393939,0.2727272727272727,0.3333333333333333,0.3939393939393939,175.0
2025-01-28,P3,100.0,0.0,0.0,1,1,100.0,531727.1154140686,106345.42308281372,73.06797881098318,1.0778095242602856,26.499498299052284,315.22116102300777,0.0425531914893617,0.40425531914893614,0.425531914893617,0.1702127659574468,0.3829787234042553,0.0
2025-01-28,Q1,41.25,0.0,0.0,1,1,41.25,71467.2239668161,285868.8958672644,72.11079499465461,1.2920566258594781,26.559280236367336,299.2233790299589,0.06521739130434782,0.34782608695652173,0.32608695652173914,0.32608695652173914,0.391304347826087,0.0
2025-01-29,P3,50.0,0.0,0.0,2,1,50.0,337295.58826426626,67459.11765285325,73.77467909110534,1.1540974520788587,26.84843622888708,202.17127831361998,0.12903225806451613,0.41935483870967744,0.25806451612903225,0.3225806451612903,0.25806451612903225,0.0
2025-01-30,G2,130.0,0.0,0.0,3,1,130.0,161198.52073390255,161198.52073390255,70.30053040237246,1.376534947231836,27.06050456981287,261.53690543914036,0.1,0.425,0.3,0.275,0.4,0.0
2025-01-31,G2,32.0,0.0,0.0,4,1,32.0,138766.46023946223,138766.46023946223,71.54038015002256,1.025714103858718,26.63148233432053,235.38830394701256,0.1388888888888889,0.2777777777777778,0.2222222222222222,0.5,0.4166666666666667,0.0
2025-01-31,Q1,135.25,0.0,0.0,4,1,135.25,63038.40238361781,252153.60953447124,73.67207046020135,0.9502235252104926,26.883265226037878,259.6287473045863,0.025,0.425,0.3,0.275,0.225,0.0
2025-02-01,P3,90.0,0.0,0.0,5,2,90.0,331695.14721674623,66339.02944334924,70.55637534611073,1.1446476708941677,26.202497948129377,203.39194171252953,0.15789473684210525,0.42105263157894735,0.2631578947368421,0.3157894736842105,0.47368421052631576,0.0
2025-02-01,Q1,147.25,0.0,0.0,5,2,147.25,61487.52700217862,245950.10800871448,71.05729649000872,1.1766260672169409,26.54704825824868,260.1578190935801,0.0,0.32,0.24,0.44,0.36,0.0
2025-02-02,G2,16.0,0.0,0.0,6,2,16.0,157641.18676810636,157641.18676810636,71.60762596192704,0.9954712762224618,26.412096586607507,257.06999910172215,0.04,0.32,0.28,0.4,0.32,0.0
2025-02-03,G2,29.0,0.0,0.0,0,2,29.0,129369.14813371337,129369.14813371337,69.44465020121552,1.2610349870564534,26.341638434880313,213.13964743596293,0.08823529411764706,0.38235294117647056,0.2647058823529412,0.35294117647058826,0.47058823529411764,0.0
2025-02-03,P3,70.0,0.0,0.0,0,2,70.0,447320.54819033446,89464.10963806689,72.66248357055669,1.1026741706639678,26.81250629834336,276.2591317624929,0.09302325581395349,0.3488372093023256,0.3488372093023256,0.3023255813953488,0.2558139534883721,176.0
2025-02-03,Q1,46.5,0.0,0.0,0,2,46.5,59125.152914767714,236500.61165907086,72.46566494251314,1.4478794820624898,26.711647573961347,256.0480090104148,0.02564102564102564,0.3333333333333333,0.38461538461538464,0.28205128205128205,0.5641025641025641,0.0
2025-02-04,G2,37.0,0.0,0.0,1,2,37.0,167162.29651250725,167162.29651250725,71.4122297719213,1.2915576049170858,26.586494354261927,268.2099616015389,0.17073170731707318,0.4146341463414634,0.2926829268292683,0.2926829268292683,0.5121951219512195,0.0
2025-02-04,P3,30.0,0.0,0.0,1,2,30.0,571833.1452496467,114366.62904992935,71.9176731372088,1.0657598468596285,26.628546718958287,344.16866000244175,0.15384615384615385,0.25,0.40384615384615385,0.34615384615384615,0.3269230769230769,0.0
2025-02-04,Q1,43.25,0.0,0.0,1,2,43.25,81334.8621506403,325339.4486025612,72.83009658543996,1.3929665364770913,26.682401923182574,346.8915949786039,0.07692307692307693,0.36538461538461536,0.28846153846153844,0.34615384615384615,0.4423076923076923,0.0
2025-02-05,G2,72.0,0.0,0.0,2,2,72.0,148312.71614336973,148312.71614336973,71.04947428804259,1.120272414855113,26.62387998859092,241.2736876090761,0.08108108108108109,0.3783783783783784,0.32432432432432434,0.2972972972972973,0.4864864864864865,0.0
